Duration (hh:mm:ss.ms),Trial ID,Song_x,Valence,Arousal,Quadrant Color,Song_y,Tempo (bpm),Tempo Std Dev,Mean BPM,Coefficient of Variation,Rolling Coefficient of Variation,Instantaneous Rate of Tempo Change,Timestamp,Rate_of_Tempo_Change,ABSOLUTE RATE CHANGE,Tempo_Acceleration,Tempo_Change_Percentage,ABSOLUTE CHANGE PERCENTAGE,abs tempo change percentage,Arousal_Change,ABSOLUTE AROUSAL CHANGE,Tempo_Change_Category,Arousal_Response_Category,Normalized_Rate_of_Tempo_Change,Normalized_Tempo_Change_Percentage
000:00:46.049000,6.3.csv,Audio File 6.mp3,-0.733971104,0.515365293,Yellow,Audio File 6,143.5546875,3.778214823,139.7428987,0.055555556,0.106761354,1.867863997,46.049,7.555509868,7.555509868,0.622487487,5.555555556,5.555555556,5.555555556,0.036204003,0.036204003,Moderate Change (5-15%),Increase in Tempo → Increase in Arousal,0.6161533700413289,0.4930956968286294
000:00:46.074000,6.4.csv,Audio File 6.mp3,-0.580645161,0.127548387,Yellow,Audio File 6,143.5546875,4.362175656,141.0361842,0.0,0.065015009,0.0,46.074,0.0,0,-74.71455989,0.0,0,0,-0.387816906,0.387816906,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:47.034000,6.1.csv,Audio File 6.mp3,-0.406567858,0.237884336,Yellow,Audio File 6,139.6748311,2.240036148,142.261402,-0.027027027,0.024570765,-4.041517103,47.034,-3.879856419,3.879856419,-4.209913649,-2.702702703,2.702702703,2.702702703,0.110335949,0.110335949,Small Change (0-5%),Decrease in Tempo → Increase in Arousal,0.5011151662657451,0.3959537571898045
000:00:47.038000,6.7.csv,Audio File 6.mp3,-0.625806452,0.54766129,Yellow,Audio File 6,139.6748311,2.240036148,140.9681166,0.0,0.020855257,0.0,47.038,0.0,0,1010.379276,0.0,0,0,0.309776954,0.309776954,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:47.256000,6.4.csv,Audio File 6.mp3,-0.683870968,0.253354839,Yellow,Audio File 6,139.6748311,0.0,139.6748311,0.0,0.01054543,0.0,47.256,0.0,0,0,0.0,0,0,-0.294306452,0.294306452,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:47.717000,6.2.csv,Audio File 6.mp3,-0.551454077,0.548332329,Yellow,Audio File 6,151.9990809,7.11540894,143.7829143,0.088235294,0.021792513,26.73373059,47.717,12.3242498,12.3242498,57.9907388,8.823529412,8.823529412,8.823529412,0.294977491,0.294977491,Moderate Change (5-15%),Increase in Tempo → Increase in Arousal,0.664126234423804,0.531536892187813
000:00:48.779000,6.4.csv,Audio File 6.mp3,-0.787096774,0.463032258,Yellow,Audio File 6,143.5546875,6.301431036,145.0761998,-0.055555556,0.030974162,-7.951406198,48.779,-8.444393382,8.444393382,-32.66020413,-5.555555556,5.555555556,5.555555556,-0.085300071,0.085300071,Moderate Change (5-15%),Decrease in Tempo → Decrease in Arousal,0.455196555517988,0.36239563258858465
000:00:49.082000,6.15.csv,Audio File 6.mp3,-0.140812928,0.684586443,Yellow,Audio File 6,143.5546875,4.875372792,146.3694853,0.0,0.042077051,0.0,49.082,0.0,0,26.24226468,0.0,0,0,0.221554185,0.221554185,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:49.243000,6.5.csv,Audio File 6.mp3,-0.329032258,0.563032258,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.025581329,0.0,49.243,0.0,0,0,0.0,0,0,-0.121554185,0.121554185,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:49.314000,6.1.csv,Audio File 6.mp3,-0.464690497,0.305306597,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.01110289,0.0,49.314,0.0,0,0,0.0,0,0,-0.257725661,0.257725661,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:49.319000,6.4.csv,Audio File 6.mp3,-0.864516129,0.504967742,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,49.319,0.0,0,0,0.0,0,0,0.199661145,0.199661145,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:49.443000,6.3.csv,Audio File 6.mp3,-0.783852636,0.579498691,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,49.443,0.0,0,0,0.0,0,0,0.074530949,0.074530949,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:49.656000,6.14.csv,Audio File 6.mp3,-0.128445748,0.562181818,Yellow,Audio File 6,135.9991776,4.362175656,141.0361842,-0.052631579,0.010309826,-35.47187732,49.656,-7.555509868,7.555509868,-166.5346353,-5.263157895,5.263157895,5.263157895,-0.017316872,0.017316872,Moderate Change (5-15%),Decrease in Tempo → Decrease in Arousal,0.4641386007704024,0.36583510796517993
000:00:49.670000,6.19.csv,Audio File 6.mp3,-0.257314329,0.608452113,Yellow,Audio File 6,135.9991776,4.362175656,138.5176809,0.0,0.020807104,0.0,49.67,0.0,0,2533.705523,0.0,0,0,0.046270295,0.046270295,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:49.850000,6.1.csv,Audio File 6.mp3,-0.504213891,0.40295263,Yellow,Audio File 6,135.9991776,0.0,135.9991776,0.0,0.020807104,0.0,49.85,0.0,0,0,0.0,0,0,-0.205499483,0.205499483,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:50.274000,6.4.csv,Audio File 6.mp3,-0.870967742,0.575935484,Yellow,Audio File 6,135.9991776,0.0,135.9991776,0.0,0.010497278,0.0,50.274,0.0,0,0,0.0,0,0,0.172982854,0.172982854,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:50.638000,6.14.csv,Audio File 6.mp3,-0.198826979,0.660715543,Yellow,Audio File 6,143.5546875,4.362175656,138.5176809,0.055555556,0.010497278,20.75689524,50.638,7.555509868,7.555509868,57.02443748,5.555555556,5.555555556,5.555555556,0.084780059,0.084780059,Moderate Change (5-15%),Increase in Tempo → Increase in Arousal,0.6161533700413289,0.4930956968286294
000:00:50.689000,6.6.csv,Audio File 6.mp3,-0.256771439,0.457678508,Yellow,Audio File 6,143.5546875,4.362175656,141.0361842,0.0,0.020807104,0.0,50.689,0.0,0,-406.9979459,0.0,0,0,-0.203037034,0.203037034,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:50.708000,6.4.csv,Audio File 6.mp3,-0.777419355,0.68883871,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.020807104,0.0,50.708,0.0,0,0,0.0,0,0,0.231160201,0.231160201,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:51.002000,6.18.csv,Audio File 6.mp3,-0.115565128,0.465175089,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.010309826,0.0,51.002,0.0,0,0,0.0,0,0,-0.223663621,0.223663621,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:51.232000,6.1.csv,Audio File 6.mp3,-0.557686719,0.540122058,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,51.232,0.0,0,0,0.0,0,0,0.074946969,0.074946969,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:51.818000,6.11.csv,Audio File 6.mp3,-0.3080535,0.52522378,Yellow,Audio File 6,109.9567819,19.39775983,132.3553856,-0.234042553,0.048852715,-57.33430987,51.818,-33.59790559,33.59790559,-97.84011924,-23.40425532,23.40425532,23.40425532,-0.014898277,0.014898277,Large Change (>15%),Decrease in Tempo → Decrease in Arousal,0.20215570046946452,0.15244127408733438
000:00:51.953000,6.4.csv,Audio File 6.mp3,-0.851612903,0.698516129,Yellow,Audio File 6,109.9567819,19.39775983,121.1560838,0.0,0.102221227,0.0,51.953,0.0,0,424.6985916,0.0,0,0,0.173292349,0.173292349,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:52.387000,6.12.csv,Audio File 6.mp3,-0.122217069,0.583487941,Yellow,Audio File 6,109.9567819,0.0,109.9567819,0.0,0.102221227,0.0,52.387,0.0,0,0,0.0,0,0,-0.115028188,0.115028188,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:53.068000,6.12.csv,Audio File 6.mp3,-0.112940631,0.680890538,Yellow,Audio File 6,147.65625,21.76579805,122.5232713,0.342857143,0.112583925,55.35898397,53.068,37.69946809,37.69946809,81.29072536,34.28571429,34.28571429,34.28571429,0.097402597,0.097402597,Large Change (>15%),Increase in Tempo → Increase in Arousal,0.9193974220038177,0.8310487200960368
000:00:53.234000,6.20.csv,Audio File 6.mp3,-0.283593957,0.606679035,Yellow,Audio File 6,147.65625,21.76579805,135.0897606,0.0,0.112922414,0.0,53.234,0.0,0,-333.4878553,0.0,0,0,-0.074211503,0.074211503,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:53.427000,6.5.csv,Audio File 6.mp3,-0.467741935,0.627548387,Yellow,Audio File 6,147.65625,0.0,147.65625,0.0,0.112922414,0.0,53.427,0.0,0,0,0.0,0,0,0.020869352,0.020869352,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:53.483000,6.18.csv,Audio File 6.mp3,-0.306298487,0.544468733,Yellow,Audio File 6,147.65625,0.0,147.65625,0.0,0.053707002,0.0,53.483,0.0,0,0,0.0,0,0,-0.083079655,0.083079655,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:53.629000,6.10.csv,Audio File 6.mp3,-0.16969142,0.545787546,Yellow,Audio File 6,143.5546875,2.368038213,146.2890625,-0.027777778,0.005395797,-28.09289384,53.629,-4.1015625,4.1015625,-192.4170811,-2.777777778,2.777777778,2.777777778,0.001318813,0.001318813,Small Change (0-5%),Decrease in Tempo → Increase in Arousal,0.4988848337443148,0.3950706486485958
000:00:53.639000,6.4.csv,Audio File 6.mp3,-0.812903226,0.740451613,Yellow,Audio File 6,143.5546875,2.368038213,144.921875,0.0,0.010842498,0.0,53.639,0.0,0,2809.289384,0.0,0,0,0.194664067,0.194664067,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:55.916000,6.3.csv,Audio File 6.mp3,-0.814137851,0.650758021,Yellow,Audio File 6,147.65625,2.368038213,144.921875,0.028571429,0.016289198,1.801301054,55.916,4.1015625,4.1015625,0.791085224,2.857142857,2.857142857,2.857142857,-0.089693592,0.089693592,Small Change (0-5%),Increase in Tempo → Decrease in Arousal,0.5814071370674165,0.461354252651678
000:00:57.951000,6.4.csv,Audio File 6.mp3,-0.851612903,0.824322581,Yellow,Audio File 6,143.5546875,2.368038213,144.921875,-0.027777778,0.016340102,-2.015509828,57.951,-4.1015625,4.1015625,-1.875582743,-2.777777778,2.777777778,2.777777778,0.17356456,0.17356456,Small Change (0-5%),Decrease in Tempo → Increase in Arousal,0.4988848337443148,0.3950706486485958
000:00:58.183000,6.18.csv,Audio File 6.mp3,-0.475601132,0.574471733,Yellow,Audio File 6,143.5546875,2.368038213,144.921875,0.0,0.016340102,0.0,58.183,0.0,0,8.687542362,0.0,0,0,-0.249850848,0.249850848,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:59.286000,6.4.csv,Audio File 6.mp3,-0.922580645,0.801741935,Yellow,Audio File 6,126.0480183,10.10748018,137.7191311,-0.12195122,0.035357396,-15.87186692,59.286,-17.50666921,17.50666921,-14.38972522,-12.19512195,12.19512195,12.19512195,0.227270203,0.227270203,Moderate Change (5-15%),Decrease in Tempo → Increase in Arousal,0.3640313136527441,0.28429437471486685
000:00:59.299000,6.11.csv,Audio File 6.mp3,-0.504669633,0.615770683,Yellow,Audio File 6,126.0480183,10.10748018,131.8835747,0.0,0.055457167,0.0,59.299,0.0,0,1220.91284,0.0,0,0,-0.185971252,0.185971252,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:00:59.700000,6.1.csv,Audio File 6.mp3,-0.597210113,0.623818657,Yellow,Audio File 6,139.6748311,7.867444032,130.5902892,0.108108108,0.070092215,33.98207678,59.7,13.62681279,13.62681279,84.74333361,10.81081081,10.81081081,10.81081081,0.008047974,0.008047974,Moderate Change (5-15%),Increase in Tempo → Increase in Arousal,0.6772298380088069,0.554913294760291
000:00:59.933000,6.11.csv,Audio File 6.mp3,-0.636609407,0.618357738,Yellow,Audio File 6,139.6748311,7.867444032,135.1325602,0.0,0.065034952,0.0,59.933,0.0,0,-145.8458231,0.0,0,0,-0.005460919,0.005460919,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:00.089000,6.8.csv,Audio File 6.mp3,-0.376072889,0.484833506,Yellow,Audio File 6,139.6748311,0.0,139.6748311,0.0,0.03948848,0.0,60.089,0.0,0,0,0.0,0,0,-0.133524232,0.133524232,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:00.375000,6.4.csv,Audio File 6.mp3,-0.961290323,0.730774194,Yellow,Audio File 6,139.6748311,0.0,139.6748311,0.0,0.019406732,0.0,60.375,0.0,0,0,0.0,0,0,0.245940688,0.245940688,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:00.901000,6.4.csv,Audio File 6.mp3,-0.964516129,0.775935484,Yellow,Audio File 6,135.9991776,2.122139509,138.4496133,-0.026315789,0.005109294,-6.987934315,60.901,-3.67565345,3.67565345,-13.28504623,-2.631578947,2.631578947,2.631578947,0.04516129,0.04516129,Small Change (0-5%),Decrease in Tempo → Increase in Arousal,0.5031694199004632,0.39679038634277497
000:01:01.621000,6.4.csv,Audio File 6.mp3,-0.977419355,0.814645161,Yellow,Audio File 6,139.6748311,2.122139509,138.4496133,0.027027027,0.010218589,5.105074235,61.621,3.67565345,3.67565345,16.79584521,2.702702703,2.702702703,2.702702703,0.038709677,0.038709677,Small Change (0-5%),Increase in Tempo → Increase in Arousal,0.5771225509112682,0.45953757222740954
000:01:01.837000,6.16.csv,Audio File 6.mp3,-0.519217411,0.602349029,Yellow,Audio File 6,139.6748311,2.122139509,138.4496133,0.0,0.015327883,0.0,61.837,0.0,0,-23.63460294,0.0,0,0,-0.212296133,0.212296133,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:02.629000,6.9.csv,Audio File 6.mp3,-0.375550376,0.495837496,Yellow,Audio File 6,143.5546875,2.240036148,140.9681166,0.027777778,0.01551538,4.89880861,62.629,3.879856419,3.879856419,6.185364406,2.777777778,2.777777778,2.777777778,-0.106511533,0.106511533,Small Change (0-5%),Increase in Tempo → Decrease in Arousal,0.5791768045459862,0.46042068076861825
000:01:02.990000,6.6.csv,Audio File 6.mp3,-0.489223811,0.573904695,Yellow,Audio File 6,143.5546875,2.240036148,142.261402,0.0,0.015654725,0.0,62.99,0.0,0,-13.57010695,0.0,0,0,0.078067199,0.078067199,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:05.635000,6.13.csv,Audio File 6.mp3,-0.198300664,0.375978059,Yellow,Audio File 6,112.3471467,18.01768206,133.1521739,-0.217391304,0.05565092,-11.79869216,65.635,-31.20754076,31.20754076,-4.460753179,-21.73913043,21.73913043,21.73913043,-0.197926635,0.197926635,Large Change (>15%),Decrease in Tempo → Decrease in Arousal,0.22620244016368285,0.17202814779393022
000:01:07.218000,6.15.csv,Audio File 6.mp3,-0.237032011,0.726528095,Yellow,Audio File 6,129.1992188,15.62040553,128.3670177,0.15,0.090915964,10.64565509,67.218,16.85207201,16.85207201,14.17836213,15.0,15,15,0.350550036,0.350550036,Large Change (>15%),Increase in Tempo → Increase in Arousal,0.7096754998326205,0.6041907514185519
000:01:11.662000,6.7.csv,Audio File 6.mp3,-0.732258065,0.650887097,Yellow,Audio File 6,135.9991776,12.17682455,125.8485144,0.052631579,0.117919923,1.530143763,71.662,6.799958882,6.799958882,-2.051195169,5.263157895,5.263157895,5.263157895,-0.075640998,0.075640998,Moderate Change (5-15%),Increase in Tempo → Decrease in Arousal,0.6085526315858305,0.48965622145203413
000:01:11.734000,6.16.csv,Audio File 6.mp3,-0.483434718,0.753899261,Yellow,Audio File 6,135.9991776,3.925958091,133.7325247,0.0,0.082600031,0.0,71.734,0.0,0,-21.2519967,0.0,0,0,0.103012164,0.103012164,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:11.916000,6.9.csv,Audio File 6.mp3,-0.556850557,0.462537463,Yellow,Audio File 6,135.9991776,0.0,135.9991776,0.0,0.042038196,0.0,71.916,0.0,0,0,0.0,0,0,-0.291361799,0.291361799,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:12.935000,6.19.csv,Audio File 6.mp3,-0.362340585,0.740985246,Yellow,Audio File 6,143.5546875,4.362175656,138.5176809,0.055555556,0.020282875,7.414631863,72.935,7.555509868,7.555509868,7.276380631,5.555555556,5.555555556,5.555555556,0.278447784,0.278447784,Moderate Change (5-15%),Increase in Tempo → Increase in Arousal,0.6161533700413289,0.4930956968286294
000:01:13.090000,6.18.csv,Audio File 6.mp3,-0.479887274,0.724486734,Yellow,Audio File 6,143.5546875,4.362175656,141.0361842,0.0,0.020807104,0.0,73.09,0.0,0,-47.8363346,0.0,0,0,-0.016498512,0.016498512,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:13.264000,6.18.csv,Audio File 6.mp3,-0.479887274,0.724486734,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.020807104,0.0,73.264,0.0,0,0,0.0,0,0,0,0,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:13.871000,6.20.csv,Audio File 6.mp3,-0.32600053,0.776305327,Yellow,Audio File 6,132.5120192,6.375487498,139.8737981,-0.076923077,0.025503254,-18.19220473,73.871,-11.04266827,11.04266827,-29.97068324,-7.692307692,7.692307692,7.692307692,0.051818593,0.051818593,Moderate Change (5-15%),Decrease in Tempo → Increase in Arousal,0.42905826938625957,0.3372610048609726
000:01:14.015000,6.20.csv,Audio File 6.mp3,-0.32600053,0.776305327,Yellow,Audio File 6,132.5120192,6.375487498,136.1929087,0.0,0.030797489,0.0,74.015,0.0,0,126.334755,0.0,0,0,0,0,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:14.821000,6.17.csv,Audio File 6.mp3,-0.143425057,0.488748875,Yellow,Audio File 6,123.046875,5.46470357,129.3569712,-0.071428571,0.044879203,-11.74335513,74.821,-9.465144231,9.465144231,-14.56991951,-7.142857143,7.142857143,7.142857143,-0.287556452,0.287556452,Moderate Change (5-15%),Decrease in Tempo → Decrease in Arousal,0.44492794310765754,0.34372419484504807
000:01:15.817000,6.2.csv,Audio File 6.mp3,-0.604030889,0.699490662,Yellow,Audio File 6,147.65625,12.41342028,134.4050481,0.2,0.060471872,24.70820783,75.817,24.609375,24.609375,36.59795478,20.0,20,20,0.210741787,0.210741787,Large Change (>15%),Increase in Tempo → Increase in Arousal,0.7877128953751709,0.663005780321867
000:01:25.033000,6.18.csv,Audio File 6.mp3,-0.499174917,0.818781878,Yellow,Audio File 6,143.5546875,13.18467877,138.0859375,-0.027777778,0.07669504,-0.445048014,85.033,-4.1015625,4.1015625,-2.729302935,-2.777777778,2.777777778,2.777777778,0.119291216,0.119291216,Small Change (0-5%),Decrease in Tempo → Increase in Arousal,0.4988848337443148,0.3950706486485958
000:01:28.067000,6.4.csv,Audio File 6.mp3,-0.906451613,0.763032258,Yellow,Audio File 6,107.6660156,22.00014556,132.9589844,-0.25,0.117768545,-11.82883055,88.067,-35.88867188,35.88867188,-3.752070709,-25.0,25,25,-0.05574962,0.05574962,Large Change (>15%),Decrease in Tempo → Decrease in Arousal,0.17911090831699633,0.13367052019203218
000:01:28.314000,6.3.csv,Audio File 6.mp3,-0.782071152,0.757647017,Yellow,Audio File 6,107.6660156,20.72033437,119.6289063,0.0,0.144717476,0.0,88.314,0.0,0,47.89000221,0.0,0,0,-0.005385241,0.005385241,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:29.021000,6.19.csv,Audio File 6.mp3,-0.322330583,0.841010253,Yellow,Audio File 6,143.5546875,20.72033437,119.6289063,0.333333333,0.170625272,50.76191213,89.021,35.88867188,35.88867188,71.79902706,33.33333333,33.33333333,33.33333333,0.083363236,0.083363236,Large Change (>15%),Increase in Tempo → Increase in Arousal,0.901181062494735,0.8198458573581635
000:01:31.487000,6.4.csv,Audio File 6.mp3,-0.938709677,0.892064516,Yellow,Audio File 6,143.5546875,20.72033437,131.5917969,0.0,0.167956442,0.0,91.487,0.0,0,-20.584717,0.0,0,0,0.051054264,0.051054264,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:31.955000,6.17.csv,Audio File 6.mp3,-0.269866272,0.604474733,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.110221415,0.0,91.955,0.0,0,0,0.0,0,0,-0.287589783,0.287589783,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:32.194000,6.3.csv,Audio File 6.mp3,-0.84620455,0.816435965,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.052486388,0.0,92.194,0.0,0,0,0.0,0,0,0.211961231,0.211961231,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:32.672000,6.4.csv,Audio File 6.mp3,-0.970967742,0.950129032,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,92.672,0.0,0,0,0.0,0,0,0.133693068,0.133693068,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:40.426000,6.4.csv,Audio File 6.mp3,-0.983870968,0.850129032,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,100.426,0.0,0,0,0.0,0,0,-0.1,0.1,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:45.971000,6.12.csv,Audio File 6.mp3,-0.150046382,0.792207792,Yellow,Audio File 6,147.65625,2.368038213,144.921875,0.028571429,0.005446701,0.739686655,105.971,4.1015625,4.1015625,0.133397052,2.857142857,2.857142857,2.857142857,-0.05792124,0.05792124,Small Change (0-5%),Increase in Tempo → Decrease in Arousal,0.5814071370674165,0.461354252651678
000:01:46.263000,6.3.csv,Audio File 6.mp3,-0.860456416,0.910854578,Yellow,Audio File 6,147.65625,2.368038213,146.2890625,0.0,0.010842498,0.0,106.263,0.0,0,-2.533173475,0.0,0,0,0.118646785,0.118646785,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:46.856000,6.14.csv,Audio File 6.mp3,-0.302052786,0.809970674,Yellow,Audio File 6,147.65625,0.0,147.65625,0.0,0.010842498,0.0,106.856,0.0,0,0,0.0,0,0,-0.100883903,0.100883903,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:46.901000,6.12.csv,Audio File 6.mp3,-0.296150278,0.878014842,Yellow,Audio File 6,147.65625,0.0,147.65625,0.0,0.005395797,0.0,106.901,0.0,0,0,0.0,0,0,0.068044168,0.068044168,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:46.943000,6.5.csv,Audio File 6.mp3,-0.529032258,0.730774194,Yellow,Audio File 6,147.65625,0.0,147.65625,0.0,0.0,0.0,106.943,0.0,0,0,0.0,0,0,-0.147240649,0.147240649,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:47.085000,6.19.csv,Audio File 6.mp3,-0.544886222,0.760990248,Yellow,Audio File 6,147.65625,0.0,147.65625,0.0,0.0,0.0,107.085,0.0,0,0,0.0,0,0,0.030216054,0.030216054,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:47.133000,6.11.csv,Audio File 6.mp3,-0.636609407,0.732188131,Yellow,Audio File 6,147.65625,0.0,147.65625,0.0,0.0,0.0,107.133,0.0,0,0,0.0,0,0,-0.028802117,0.028802117,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:47.401000,6.20.csv,Audio File 6.mp3,-0.339252584,0.887622582,Yellow,Audio File 6,147.65625,0.0,147.65625,0.0,0.0,0.0,107.401,0.0,0,0,0.0,0,0,0.155434451,0.155434451,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:47.502000,6.15.csv,Audio File 6.mp3,-0.328316783,0.825214334,Yellow,Audio File 6,143.5546875,2.368038213,146.2890625,-0.027777778,0.005395797,-40.6095297,107.502,-4.1015625,4.1015625,-402.0745515,-2.777777778,2.777777778,2.777777778,-0.062408247,0.062408247,Small Change (0-5%),Decrease in Tempo → Decrease in Arousal,0.4988848337443148,0.3950706486485958
000:01:47.512000,6.9.csv,Audio File 6.mp3,-0.523550524,0.673437673,Yellow,Audio File 6,143.5546875,2.368038213,144.921875,0.0,0.010842498,0.0,107.512,0.0,0,4060.95297,0.0,0,0,-0.151776661,0.151776661,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:47.517000,6.18.csv,Audio File 6.mp3,-0.653476062,0.887360165,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.010842498,0.0,107.517,0.0,0,0,0.0,0,0,0.213922491,0.213922491,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:47.619000,6.4.csv,Audio File 6.mp3,-0.9,0.898516129,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.005446701,0.0,107.619,0.0,0,0,0.0,0,0,0.011155964,0.011155964,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:47.827000,6.10.csv,Audio File 6.mp3,-0.180791431,0.625337625,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,107.827,0.0,0,0,0.0,0,0,-0.273178504,0.273178504,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:47.899000,6.19.csv,Audio File 6.mp3,-0.647411853,0.828507127,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,107.899,0.0,0,0,0.0,0,0,0.203169501,0.203169501,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:47.932000,6.2.csv,Audio File 6.mp3,-0.61060299,0.817788488,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,107.932,0.0,0,0,0.0,0,0,-0.010718639,0.010718639,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:48.198000,6.11.csv,Audio File 6.mp3,-0.504669633,0.846018523,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,108.198,0.0,0,0,0.0,0,0,0.028230035,0.028230035,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:48.204000,6.8.csv,Audio File 6.mp3,-0.427751314,0.610659237,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,108.204,0.0,0,0,0.0,0,0,-0.235359286,0.235359286,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:48.263000,6.4.csv,Audio File 6.mp3,-0.909677419,0.946903226,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,108.263,0.0,0,0,0.0,0,0,0.336243989,0.336243989,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
000:01:48.455000,6.14.csv,Audio File 6.mp3,-0.372434018,0.863929619,Yellow,Audio File 6,143.5546875,0.0,143.5546875,0.0,0.0,0.0,108.455,0.0,0,0,0.0,0,0,-0.082973607,0.082973607,Small Change (0-5%),No Change,0.5401459854058657,0.42774566470860703
